awarding_agency_name,award_description,doc,ents,text,label,status
HHS,BIOMERIEUX INC:1107530 [14-017285],BIOMERIEUX INC:1107530 [14-017285],"(0, 22, 'BIOMERIEUX INC:1107530', 'PERSON')",BIOMERIEUX INC:1107530,PERSON,
HHS,LEICA MICROSYSTEMS INC (AMBIS #1745923),LEICA MICROSYSTEMS INC (AMBIS #1745923),"(24, 29, 'AMBIS', 'PERSON')",AMBIS,PERSON,
HHS,EQUAL EPPENDORF INJECTMAN 4 MICROMANIPULATOR W/DYNAMIC MOVEMENT CONTROL AND EPPENDORF FEMTOJET 4I MICROINJECTOR.,EQUAL EPPENDORF INJECTMAN 4 MICROMANIPULATOR W/DYNAMIC MOVEMENT CONTROL AND EPPENDORF FEMTOJET 4I MICROINJECTOR.,"(28, 63, 'MICROMANIPULATOR W/DYNAMIC MOVEMENT', 'PERSON')",MICROMANIPULATOR W/DYNAMIC MOVEMENT,PERSON,
HHS,EMERGENCY CHILLER REPAIR SERVICES AT ZSU,EMERGENCY CHILLER REPAIR SERVICES AT ZSU,"(37, 40, 'ZSU', 'PERSON')",ZSU,PERSON,
HHS,"ULTRASONICATOR, CHIP STARTER KIT","ULTRASONICATOR, CHIP STARTER KIT","(29, 32, 'KIT', 'PERSON')",KIT,PERSON,
HHS,"TISSUELYSER II (100-240 V, 50/60HZ)","TISSUELYSER II (100-240 V, 50/60HZ)","(0, 14, 'TISSUELYSER II', 'PERSON')",TISSUELYSER II,PERSON,
HHS,COVID-19 ORDER:  BRILLIANT VIOLET 650 ANTI-HUMAN CD197 (CCR7) ANTIBODY G043H7 - 100TESTS EACH,COVID-19 ORDER:  BRILLIANT VIOLET 650 ANTI-HUMAN CD197 (CCR7) ANTIBODY G043H7 - 100TESTS EACH,"(0, 8, 'COVID-19', 'PERSON')",COVID-19,PERSON,
HHS,WEB OF SCIENCE/ DERWENT PLATFORM DATA FOR PARDI PROJECT TO CLARIVATE ANALYTICS SERVICES,WEB OF SCIENCE/ DERWENT PLATFORM DATA FOR PARDI PROJECT TO CLARIVATE ANALYTICS SERVICES,"(16, 23, 'DERWENT', 'PERSON')",DERWENT,PERSON,
HHS,NICHD  -  CHROMIUM NEXT GEM SINGLE CELL 3 GEM,NICHD  -  CHROMIUM NEXT GEM SINGLE CELL 3 GEM,"(0, 10, 'NICHD  -  ', 'PERSON')",NICHD  -  ,PERSON,
HHS,"THIS IS A COVID-19/CORONAVIRUS RELATED CONTRACT ACTION FOR: ORGANOPLATE GRAFT, QTY: 20, PART NO. 6401-400-B.","THIS IS A COVID-19/CORONAVIRUS RELATED CONTRACT ACTION FOR: ORGANOPLATE GRAFT, QTY: 20, PART NO. 6401-400-B.","(10, 18, 'COVID-19', 'PERSON')",COVID-19,PERSON,
HHS,"NOZZLE ASSEMBLY 70UM S-TYPE70, FACSARIA III","NOZZLE ASSEMBLY 70UM S-TYPE70, FACSARIA III","(31, 43, 'FACSARIA III', 'PERSON')",FACSARIA III,PERSON,
HHS,FY2020 EMR HELPDESK CORONAVIRUS SUPPORT SERVICES.,FY2020 EMR HELPDESK CORONAVIRUS SUPPORT SERVICES.,"(0, 19, 'FY2020 EMR HELPDESK', 'PERSON')",FY2020 EMR HELPDESK,PERSON,
HHS,HAMILTON AUTODILUTOR SUPPLIES,HAMILTON AUTODILUTOR SUPPLIES,"(0, 29, 'HAMILTON AUTODILUTOR SUPPLIES', 'PERSON')",HAMILTON AUTODILUTOR SUPPLIES,PERSON,
HHS,JR SCIEX SELEXION,JR SCIEX SELEXION,"(0, 17, 'JR SCIEX SELEXION', 'PERSON')",JR SCIEX SELEXION,PERSON,
HHS,NVLINK 2.00 MULTI-GPU SERVER WITH 3-YEAR WARRANTY AND MAINTENANCE PLAN,NVLINK 2.00 MULTI-GPU SERVER WITH 3-YEAR WARRANTY AND MAINTENANCE PLAN,"(0, 28, 'NVLINK 2.00 MULTI-GPU SERVER', 'PERSON')",NVLINK 2.00 MULTI-GPU SERVER,PERSON,
HHS,PARKER QUARTERS CCAS,PARKER QUARTERS CCAS,"(0, 6, 'PARKER', 'PERSON')",PARKER,PERSON,
HHS,"HHSI235201800011I(WHITSON INC) PEGGY SANDERSON CA15-B98 120938. PERIOD OF PERFORMANCE AUGUST 21,2019-SEPTEMBER 27, 2019. POC VALERIE CANFIELD.","HHSI235201800011I(WHITSON INC) PEGGY SANDERSON CA15-B98 120938. PERIOD OF PERFORMANCE AUGUST 21,2019-SEPTEMBER 27, 2019. POC VALERIE CANFIELD.","(31, 55, 'PEGGY SANDERSON CA15-B98', 'PERSON')",PEGGY SANDERSON CA15-B98,PERSON,
HHS,"HHSI235201800011I(WHITSON INC) PEGGY SANDERSON CA15-B98 120938. PERIOD OF PERFORMANCE AUGUST 21,2019-SEPTEMBER 27, 2019. POC VALERIE CANFIELD.","HHSI235201800011I(WHITSON INC) PEGGY SANDERSON CA15-B98 120938. PERIOD OF PERFORMANCE AUGUST 21,2019-SEPTEMBER 27, 2019. POC VALERIE CANFIELD.","(125, 141, 'VALERIE CANFIELD', 'PERSON')",VALERIE CANFIELD,PERSON,
HHS,"MODIFICATION P00005 TO REMOVE LORA FEURY, RN AT THE SANTA FE SERVICE UNIT.","MODIFICATION P00005 TO REMOVE LORA FEURY, RN AT THE SANTA FE SERVICE UNIT.","(30, 40, 'LORA FEURY', 'PERSON')",LORA FEURY,PERSON,
HHS,FIBER CHANNEL SWITCHES VION CORPORATION:1203189 [20-012429],FIBER CHANNEL SWITCHES VION CORPORATION:1203189 [20-012429],"(23, 47, 'VION CORPORATION:1203189', 'PERSON')",VION CORPORATION:1203189,PERSON,
HHS,SUGHRUE MION PLLC:1334890 [20-013757]  PATENT E-125-2018-2-EP-03  RFQ 20SM1-BIO.0013-20,SUGHRUE MION PLLC:1334890 [20-013757]  PATENT E-125-2018-2-EP-03  RFQ 20SM1-BIO.0013-20,"(0, 12, 'SUGHRUE MION', 'PERSON')",SUGHRUE MION,PERSON,
HHS,SHERIDAN ROSS P.C.:1157026 [20-011692],SHERIDAN ROSS P.C.:1157026 [20-011692],"(0, 26, 'SHERIDAN ROSS P.C.:1157026', 'PERSON')",SHERIDAN ROSS P.C.:1157026,PERSON,
HHS,SUGHRUE MION PLLC:1334890 [20-013731]  PATENT E-125-2018-2-US-02  RFQ 20SM1-BIO.0012-20,SUGHRUE MION PLLC:1334890 [20-013731]  PATENT E-125-2018-2-US-02  RFQ 20SM1-BIO.0012-20,"(0, 12, 'SUGHRUE MION', 'PERSON')",SUGHRUE MION,PERSON,
HHS,SUGHRUE MION PLLC:1334890 [20-013758] PATENT E-125-2018-2-IL-04 RFQ 20SM1-BIO.0014-20,SUGHRUE MION PLLC:1334890 [20-013758] PATENT E-125-2018-2-IL-04 RFQ 20SM1-BIO.0014-20,"(0, 12, 'SUGHRUE MION', 'PERSON')",SUGHRUE MION,PERSON,
HHS,SUGHRUE MION PLLC:1334890 [20-013760] PATENT: E-125-2018-2-CN-05 RFQ: 20SM1-BIO.0015-20,SUGHRUE MION PLLC:1334890 [20-013760] PATENT: E-125-2018-2-CN-05 RFQ: 20SM1-BIO.0015-20,"(0, 12, 'SUGHRUE MION', 'PERSON')",SUGHRUE MION,PERSON,
HHS,SUGHRUE MION PLLC:1334890 [20-013760] PATENT: E-125-2018-2-CN-05 RFQ: 20SM1-BIO.0015-20,SUGHRUE MION PLLC:1334890 [20-013760] PATENT: E-125-2018-2-CN-05 RFQ: 20SM1-BIO.0015-20,"(46, 51, 'E-125', 'PERSON')",E-125,PERSON,
HHS,COMPUTER SUPPLIES AND ACCESSARIES,COMPUTER SUPPLIES AND ACCESSARIES,"(22, 33, 'ACCESSARIES', 'PERSON')",ACCESSARIES,PERSON,
HHS,"MSC PSTSS TO 208 NIAID PROFESSIONAL, SCIENTIFIC AND TECHNICAL SUPPORT SERVICES FOR DAIT","MSC PSTSS TO 208 NIAID PROFESSIONAL, SCIENTIFIC AND TECHNICAL SUPPORT SERVICES FOR DAIT","(83, 87, 'DAIT', 'PERSON')",DAIT,PERSON,
HHS,"MSC PSTSS TO 210 NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES FOR DAIT","MSC PSTSS TO 210 NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES FOR DAIT","(84, 88, 'DAIT', 'PERSON')",DAIT,PERSON,
HHS,NICHD SERVICE: MANUSCRIPT PREPARATION,NICHD SERVICE: MANUSCRIPT PREPARATION,"(0, 5, 'NICHD', 'PERSON')",NICHD,PERSON,
HHS,"LTASC II ADMINISTRATIVE II RECRUITMENT, PERIOD OF PERFORMANCE: 09/01/2020-09/01/2021, FY 20","LTASC II ADMINISTRATIVE II RECRUITMENT, PERIOD OF PERFORMANCE: 09/01/2020-09/01/2021, FY 20","(0, 38, 'LTASC II ADMINISTRATIVE II RECRUITMENT', 'PERSON')",LTASC II ADMINISTRATIVE II RECRUITMENT,PERSON,
HHS,PRIMARY CARE OPIOID USE DISORDERS TREATMENT TRIAL (CTN-0074). 9/1/2020 - 12/31/2021. N01DA-19-2250. TASK ORDER 75N95020F00004 (TO15).,PRIMARY CARE OPIOID USE DISORDERS TREATMENT TRIAL (CTN-0074). 9/1/2020 - 12/31/2021. N01DA-19-2250. TASK ORDER 75N95020F00004 (TO15).,"(51, 59, 'CTN-0074', 'PERSON')",CTN-0074,PERSON,
HHS,PEER INTERVENTION TO LINK OVERDOSE SURVIVORS TO TREATMENT (CTN-0107). 9/1/2020-7/3/2023. N01DA-19-2250. TASK ORDER 75N95020F00006 (TO17).,PEER INTERVENTION TO LINK OVERDOSE SURVIVORS TO TREATMENT (CTN-0107). 9/1/2020-7/3/2023. N01DA-19-2250. TASK ORDER 75N95020F00006 (TO17).,"(131, 135, 'TO17', 'PERSON')",TO17,PERSON,
HHS,SUNTIVA LLC:1105863 [20-009377],SUNTIVA LLC:1105863 [20-009377],"(0, 19, 'SUNTIVA LLC:1105863', 'PERSON')",SUNTIVA LLC:1105863,PERSON,
HHS,"CAREERSTONE GROUP, LLC:1205790 [20-009407]","CAREERSTONE GROUP, LLC:1205790 [20-009407]","(19, 30, 'LLC:1205790', 'PERSON')",LLC:1205790,PERSON,
HHS,FUNDING FOR EXTENSION FOR DOCKMASTER SERVICES[19-001249],FUNDING FOR EXTENSION FOR DOCKMASTER SERVICES[19-001249],"(26, 55, 'DOCKMASTER SERVICES[19-001249', 'PERSON')",DOCKMASTER SERVICES[19-001249,PERSON,
HHS,TORP #3038 WALS AND RSLS LECTURES,TORP #3038 WALS AND RSLS LECTURES,"(11, 15, 'WALS', 'PERSON')",WALS,PERSON,
HHS,C107125 - AE SERVICES - NINDS RENOVATION FOR CRYOGENIC ELECTRON MICROSCOPE - BUILDING 35   REGINALD TAYLOR,C107125 - AE SERVICES - NINDS RENOVATION FOR CRYOGENIC ELECTRON MICROSCOPE - BUILDING 35   REGINALD TAYLOR,"(91, 106, 'REGINALD TAYLOR', 'PERSON')",REGINALD TAYLOR,PERSON,
HHS,"C101700 - A/E SERVICES - CRC VFD REPLACEMENT, BLDG 10, MICHAEL OPPELT","C101700 - A/E SERVICES - CRC VFD REPLACEMENT, BLDG 10, MICHAEL OPPELT","(55, 69, 'MICHAEL OPPELT', 'PERSON')",MICHAEL OPPELT,PERSON,
HHS,FORHP TELEHEALTH FOCUSED RURAL HEALTH RESEARCH CENTER PROGRAM. (20-023),FORHP TELEHEALTH FOCUSED RURAL HEALTH RESEARCH CENTER PROGRAM. (20-023),"(0, 16, 'FORHP TELEHEALTH', 'PERSON')",FORHP TELEHEALTH,PERSON,
HHS,BHW OPIOID-IMPACTED FAMILY SUPPORT PROGRAM. (20-014),BHW OPIOID-IMPACTED FAMILY SUPPORT PROGRAM. (20-014),"(0, 19, 'BHW OPIOID-IMPACTED', 'PERSON')",BHW OPIOID-IMPACTED,PERSON,
HHS,MILTENYI BIOTEC INC:1109450 [15-015291],MILTENYI BIOTEC INC:1109450 [15-015291],"(0, 15, 'MILTENYI BIOTEC', 'PERSON')",MILTENYI BIOTEC,PERSON,
HHS,REES SCIENTIFIC:1106674 [15-016119],REES SCIENTIFIC:1106674 [15-016119],"(0, 23, 'REES SCIENTIFIC:1106674', 'PERSON')",REES SCIENTIFIC:1106674,PERSON,
HHS,"ORIGEN BIOMEDICAL, INC.:1229450 [15-015406]","ORIGEN BIOMEDICAL, INC.:1229450 [15-015406]","(19, 31, 'INC.:1229450', 'PERSON')",INC.:1229450,PERSON,
HHS,"TERUMO BCT, INC:1109771 [15-015437]","TERUMO BCT, INC:1109771 [15-015437]","(12, 23, 'INC:1109771', 'PERSON')",INC:1109771,PERSON,
HHS,KOL BIO-MEDICAL INSTRUMENTS INC:1233312 [15-017855],KOL BIO-MEDICAL INSTRUMENTS INC:1233312 [15-017855],"(0, 8, 'KOL BIO-', 'PERSON')",KOL BIO-,PERSON,
HHS,"ORIGEN BIOMEDICAL, INC.:1229450 [15-018843]","ORIGEN BIOMEDICAL, INC.:1229450 [15-018843]","(19, 31, 'INC.:1229450', 'PERSON')",INC.:1229450,PERSON,
HHS,"SEQUENTIAL DESIGN OF BUILDING 10 LAB - CHANGE #6  - AIR IN CORRIDOR, RFI MECH, BENCHTOP, SHELVES - NJE#39075 - CT #292-03-D-0119 - HGQ50157 - LOG #21518 - BETH JONES","SEQUENTIAL DESIGN OF BUILDING 10 LAB - CHANGE #6  - AIR IN CORRIDOR, RFI MECH, BENCHTOP, SHELVES - NJE#39075 - CT #292-03-D-0119 - HGQ50157 - LOG #21518 - BETH JONES","(155, 165, 'BETH JONES', 'PERSON')",BETH JONES,PERSON,
HHS,IGF: HAB SHAREPOINT ASSESSMENT,IGF: HAB SHAREPOINT ASSESSMENT,"(5, 19, 'HAB SHAREPOINT', 'PERSON')",HAB SHAREPOINT,PERSON,
HHS,KS-MES.0076-16; E-308-2013/0-EP-06; PAPANIA; PATENT LEGAL SERVICE (SURABIAN),KS-MES.0076-16; E-308-2013/0-EP-06; PAPANIA; PATENT LEGAL SERVICE (SURABIAN),"(0, 14, 'KS-MES.0076-16', 'PERSON')",KS-MES.0076-16,PERSON,
HHS,KS-MES.0081-16; E-284-2015/0-PCT-02; LEDERMAN; PATENT LEGAL SERVICE (SHMILOVICH),KS-MES.0081-16; E-284-2015/0-PCT-02; LEDERMAN; PATENT LEGAL SERVICE (SHMILOVICH),"(0, 14, 'KS-MES.0081-16', 'PERSON')",KS-MES.0081-16,PERSON,
HHS,KS-MES.0086-16; E-277-2015/0-US-01; WOOD; PATENT LEGAL SERVICE (FENN),KS-MES.0086-16; E-277-2015/0-US-01; WOOD; PATENT LEGAL SERVICE (FENN),"(0, 14, 'KS-MES.0086-16', 'PERSON')",KS-MES.0086-16,PERSON,
HHS,KS-MES.0086-16; E-277-2015/0-US-01; WOOD; PATENT LEGAL SERVICE (FENN),KS-MES.0086-16; E-277-2015/0-US-01; WOOD; PATENT LEGAL SERVICE (FENN),"(64, 68, 'FENN', 'PERSON')",FENN,PERSON,
HHS,KS-MES.0088-16; E-018-2014/0-EP-03; KOCTURK; PATENT LEGAL SERVICE (SHMILOVICH),KS-MES.0088-16; E-018-2014/0-EP-03; KOCTURK; PATENT LEGAL SERVICE (SHMILOVICH),"(0, 14, 'KS-MES.0088-16', 'PERSON')",KS-MES.0088-16,PERSON,
HHS,KS-MES.0098-16; E-258-2013/0-EP-04; PAPANIA; PATENT LEGAL SERVICE (SURABIAN),KS-MES.0098-16; E-258-2013/0-EP-04; PAPANIA; PATENT LEGAL SERVICE (SURABIAN),"(0, 14, 'KS-MES.0098-16', 'PERSON')",KS-MES.0098-16,PERSON,
HHS,LVM-BIO.0061-16; E-234-2003/1-CA-04; STAUDT; PATENT LEGAL SERVICE; (CHANG),LVM-BIO.0061-16; E-234-2003/1-CA-04; STAUDT; PATENT LEGAL SERVICE; (CHANG),"(68, 73, 'CHANG', 'PERSON')",CHANG,PERSON,
HHS,LVM-BIO.0001-16; E-109-2014/0-US-02; GIACCONE; PATENT LEGAL SERVICE; (CHANG),LVM-BIO.0001-16; E-109-2014/0-US-02; GIACCONE; PATENT LEGAL SERVICE; (CHANG),"(70, 75, 'CHANG', 'PERSON')",CHANG,PERSON,
HHS,LVM-BIO.0109-16; E-215-2008/0-CA-03; RIED; PATENT LEGAL SERVICE; (GREENE),LVM-BIO.0109-16; E-215-2008/0-CA-03; RIED; PATENT LEGAL SERVICE; (GREENE),"(37, 41, 'RIED', 'PERSON')",RIED,PERSON,
HHS,"A MULTI-CENTER, RANDOMIZED STUDY TO EVALUATE THE PHARMACOKINETIC AND PHARMACODYNAMIC PROFILE, CONTRACEPTIVE EFFICACY AND SAFETY OF DAILY ORAL LOW DOSE ULIPRISTAL ACETATE","A MULTI-CENTER, RANDOMIZED STUDY TO EVALUATE THE PHARMACOKINETIC AND PHARMACODYNAMIC PROFILE, CONTRACEPTIVE EFFICACY AND SAFETY OF DAILY ORAL LOW DOSE ULIPRISTAL ACETATE","(69, 92, 'PHARMACODYNAMIC PROFILE', 'PERSON')",PHARMACODYNAMIC PROFILE,PERSON,
HHS,"AGID DATA TRANSFORMATION     THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION YEAR 3.  AS A RESULT OF THIS MODIFICATION:  1) CLIN #4001 AND 4002, OPTION YEAR 3 AND OPTIONAL TASK IS EXERCISED, OBLIGATING $1,133,160.00.  2) THE PERIOD OF","AGID DATA TRANSFORMATION     THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION YEAR 3.  AS A RESULT OF THIS MODIFICATION:  1) CLIN #4001 AND 4002, OPTION YEAR 3 AND OPTIONAL TASK IS EXERCISED, OBLIGATING $1,133,160.00.  2) THE PERIOD OF","(0, 4, 'AGID', 'PERSON')",AGID,PERSON,
HHS,PROMISE VTRACK E5800FD - HARD DRIVE ARRAY - 24 BAYS (SATA-600 / SAS-3) - 16GB FIBRE CHANNEL (EXTERNAL) - RACKMOUNTABLE - 4U  PROMISE - SFP+ TRANSCEIVER MODULE - 16GB FIBRE CHANNEL - FIBRE CHANNEL,PROMISE VTRACK E5800FD - HARD DRIVE ARRAY - 24 BAYS (SATA-600 / SAS-3) - 16GB FIBRE CHANNEL (EXTERNAL) - RACKMOUNTABLE - 4U  PROMISE - SFP+ TRANSCEIVER MODULE - 16GB FIBRE CHANNEL - FIBRE CHANNEL,"(8, 51, 'VTRACK E5800FD - HARD DRIVE ARRAY - 24 BAYS', 'PERSON')",VTRACK E5800FD - HARD DRIVE ARRAY - 24 BAYS,PERSON,
HHS,"DOC #S:  2020172 AND 2020173 6695-03-S12-2040 THERMO SCIENTIFIC SRVALLX4R ORI-MD, 120V REFRIGERATED CENTRIFUGE 4110-14-S01-3050 THERMO FISHER SCIENTIFIC TSX60086A - 86 FREEZER (115V)","DOC #S:  2020172 AND 2020173 6695-03-S12-2040 THERMO SCIENTIFIC SRVALLX4R ORI-MD, 120V REFRIGERATED CENTRIFUGE 4110-14-S01-3050 THERMO FISHER SCIENTIFIC TSX60086A - 86 FREEZER (115V)","(64, 80, 'SRVALLX4R ORI-MD', 'PERSON')",SRVALLX4R ORI-MD,PERSON,
HHS,"DOC #S:  2020172 AND 2020173 6695-03-S12-2040 THERMO SCIENTIFIC SRVALLX4R ORI-MD, 120V REFRIGERATED CENTRIFUGE 4110-14-S01-3050 THERMO FISHER SCIENTIFIC TSX60086A - 86 FREEZER (115V)","DOC #S:  2020172 AND 2020173 6695-03-S12-2040 THERMO SCIENTIFIC SRVALLX4R ORI-MD, 120V REFRIGERATED CENTRIFUGE 4110-14-S01-3050 THERMO FISHER SCIENTIFIC TSX60086A - 86 FREEZER (115V)","(168, 175, 'FREEZER', 'PERSON')",FREEZER,PERSON,
HHS,DOC #:  2020174 4110-14-S01-3050 THERMO FISHER SCIENTIFIC TSX60086A - 86 FREEZER (115V),DOC #:  2020174 4110-14-S01-3050 THERMO FISHER SCIENTIFIC TSX60086A - 86 FREEZER (115V),"(73, 80, 'FREEZER', 'PERSON')",FREEZER,PERSON,
HHS,DOC #S:  2020121 AND 2020135 4110-24-S01-3050 THERMO FISHER SCIENTIFIC TSX50086A - 86 FREEZER(115V),DOC #S:  2020121 AND 2020135 4110-24-S01-3050 THERMO FISHER SCIENTIFIC TSX50086A - 86 FREEZER(115V),"(86, 98, 'FREEZER(115V', 'PERSON')",FREEZER(115V,PERSON,
HHS,DOC #S:  2020118; 2020125; 2020129; 2020134 4110-01-S01-3030 PHCBI SRL6111WPA UNDER COUNTER REFRIGERATOR 4110-08-S01-3010 PHCBI MC0170AICUVLG-PA CO2 INCUBATOR 4110-20-S01-3050 PHCBI MDFDU502VHAPA - 86 FREEZER (115V),DOC #S:  2020118; 2020125; 2020129; 2020134 4110-01-S01-3030 PHCBI SRL6111WPA UNDER COUNTER REFRIGERATOR 4110-08-S01-3010 PHCBI MC0170AICUVLG-PA CO2 INCUBATOR 4110-20-S01-3050 PHCBI MDFDU502VHAPA - 86 FREEZER (115V),"(122, 148, 'PHCBI MC0170AICUVLG-PA CO2', 'PERSON')",PHCBI MC0170AICUVLG-PA CO2,PERSON,
HHS,DOC #S:  2020118; 2020125; 2020129; 2020134 4110-01-S01-3030 PHCBI SRL6111WPA UNDER COUNTER REFRIGERATOR 4110-08-S01-3010 PHCBI MC0170AICUVLG-PA CO2 INCUBATOR 4110-20-S01-3050 PHCBI MDFDU502VHAPA - 86 FREEZER (115V),DOC #S:  2020118; 2020125; 2020129; 2020134 4110-01-S01-3030 PHCBI SRL6111WPA UNDER COUNTER REFRIGERATOR 4110-08-S01-3010 PHCBI MC0170AICUVLG-PA CO2 INCUBATOR 4110-20-S01-3050 PHCBI MDFDU502VHAPA - 86 FREEZER (115V),"(201, 208, 'FREEZER', 'PERSON')",FREEZER,PERSON,
HHS,DOC #:  2020148 4110-21-S01-3050 PHCBI MDFDU702VHAPA - 86 FREEZER(115V),DOC #:  2020148 4110-21-S01-3050 PHCBI MDFDU702VHAPA - 86 FREEZER(115V),"(33, 70, 'PHCBI MDFDU702VHAPA - 86 FREEZER(115V', 'PERSON')",PHCBI MDFDU702VHAPA - 86 FREEZER(115V,PERSON,
HHS,DOC #:  2020150 4110-16-S01-3050 PHCBI MDFDU702VHPA - 86 FREEZER (230V),DOC #:  2020150 4110-16-S01-3050 PHCBI MDFDU702VHPA - 86 FREEZER (230V),"(33, 56, 'PHCBI MDFDU702VHPA - 86', 'PERSON')",PHCBI MDFDU702VHPA - 86,PERSON,
HHS,DOC #:  2020150 4110-16-S01-3050 PHCBI MDFDU702VHPA - 86 FREEZER (230V),DOC #:  2020150 4110-16-S01-3050 PHCBI MDFDU702VHPA - 86 FREEZER (230V),"(57, 64, 'FREEZER', 'PERSON')",FREEZER,PERSON,
HHS,DOC #:  2020175 4110-21-S01-3050 PHCBI MDFDU702VHAPA - 86 FREEZER (115V),DOC #:  2020175 4110-21-S01-3050 PHCBI MDFDU702VHAPA - 86 FREEZER (115V),"(33, 57, 'PHCBI MDFDU702VHAPA - 86', 'PERSON')",PHCBI MDFDU702VHAPA - 86,PERSON,
HHS,BALTIMORE GAS&ELECTRIC (BGE)  GAS UTILITIES ACCOUNT 7167250000 (METER 2),BALTIMORE GAS&ELECTRIC (BGE)  GAS UTILITIES ACCOUNT 7167250000 (METER 2),"(0, 22, 'BALTIMORE GAS&ELECTRIC', 'PERSON')",BALTIMORE GAS&ELECTRIC,PERSON,
HHS,BALTIMORE GAS&ELECTRIC (BGE)  GAS UTILITIES ACCOUNT 7167250000 (METER 2),BALTIMORE GAS&ELECTRIC (BGE)  GAS UTILITIES ACCOUNT 7167250000 (METER 2),"(64, 69, 'METER', 'PERSON')",METER,PERSON,
HHS,"TERUMO BCT, INC:1109771 [20-010491]","TERUMO BCT, INC:1109771 [20-010491]","(12, 23, 'INC:1109771', 'PERSON')",INC:1109771,PERSON,
HHS,MALDI BIOTYPER SMART CM SYSTEM,MALDI BIOTYPER SMART CM SYSTEM,"(0, 23, 'MALDI BIOTYPER SMART CM', 'PERSON')",MALDI BIOTYPER SMART CM,PERSON,
HHS,NICHD TO ACQUIRE MICROVOLUME/CUVETTE SPECTROPHOTOMETER,NICHD TO ACQUIRE MICROVOLUME/CUVETTE SPECTROPHOTOMETER,"(29, 54, 'CUVETTE SPECTROPHOTOMETER', 'PERSON')",CUVETTE SPECTROPHOTOMETER,PERSON,
HHS,GOVSMART NVME REQUIREMENT,GOVSMART NVME REQUIREMENT,"(0, 13, 'GOVSMART NVME', 'PERSON')",GOVSMART NVME,PERSON,
HHS,REFERENCE QUOTE # SQ20191102NIH306; GENETIC ANALYSIS PRODUCTS; NIEHS / PAYEL SIL / LEPING LI; ILLUMINA INC:1107104; POTS [20-011478],REFERENCE QUOTE # SQ20191102NIH306; GENETIC ANALYSIS PRODUCTS; NIEHS / PAYEL SIL / LEPING LI; ILLUMINA INC:1107104; POTS [20-011478],"(83, 92, 'LEPING LI', 'PERSON')",LEPING LI,PERSON,
HHS,DOC #S:  2020106 AND 2020112 6695-08-S12-2010 BECKMAN ALLEGRA X30R REFRIGERATED CENTRIFUGE 6695-09-S12-2010 BECKMAN AVANTI J-15R REFRIGERATED CENTRIFUGE,DOC #S:  2020106 AND 2020112 6695-08-S12-2010 BECKMAN ALLEGRA X30R REFRIGERATED CENTRIFUGE 6695-09-S12-2010 BECKMAN AVANTI J-15R REFRIGERATED CENTRIFUGE,"(108, 152, 'BECKMAN AVANTI J-15R REFRIGERATED CENTRIFUGE', 'PERSON')",BECKMAN AVANTI J-15R REFRIGERATED CENTRIFUGE,PERSON,
HHS,"DOC #S:  2020138, 2020146, AND 2020147 6695-06-S12-2030 THERMO SCIENTIFIC SORVALL LEGEND MICRO 17R REFRIGERATED MICRO CENTRIFUGE 6695-18-S12-2040 THERMO FISHER SCIENTIFIC CENTRIFUGE FIBERLITE ROTOR F14-6X250Y 6695-19-S12-2040 THERMO FISHER SCIENTI","DOC #S:  2020138, 2020146, AND 2020147 6695-06-S12-2030 THERMO SCIENTIFIC SORVALL LEGEND MICRO 17R REFRIGERATED MICRO CENTRIFUGE 6695-18-S12-2040 THERMO FISHER SCIENTIFIC CENTRIFUGE FIBERLITE ROTOR F14-6X250Y 6695-19-S12-2040 THERMO FISHER SCIENTI","(233, 247, 'FISHER SCIENTI', 'PERSON')",FISHER SCIENTI,PERSON,
HHS,JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS OPERATION AND MAINTENANCE AND REPAIR SERVICES COR: FRED GREENE,JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS OPERATION AND MAINTENANCE AND REPAIR SERVICES COR: FRED GREENE,"(96, 107, 'FRED GREENE', 'PERSON')",FRED GREENE,PERSON,
HHS,LTASC II TORP 2217,LTASC II TORP 2217,"(0, 18, 'LTASC II TORP 2217', 'PERSON')",LTASC II TORP 2217,PERSON,
HHS,SR-BIO.0018-16; E-012-2016/0-EIR-00; LI; PATENT LEGAL SERVICE (REICHMAN),SR-BIO.0018-16; E-012-2016/0-EIR-00; LI; PATENT LEGAL SERVICE (REICHMAN),"(63, 71, 'REICHMAN', 'PERSON')",REICHMAN,PERSON,
HHS,MACFIN,MACFIN,"(0, 6, 'MACFIN', 'PERSON')",MACFIN,PERSON,
HHS,QUALITY INNOVATION NETWORK/QUALITY IMPROVEMENT ORGANIZATIONS (QIN-QIO) TASK ORDER,QUALITY INNOVATION NETWORK/QUALITY IMPROVEMENT ORGANIZATIONS (QIN-QIO) TASK ORDER,"(62, 69, 'QIN-QIO', 'PERSON')",QIN-QIO,PERSON,
