awarding_agency_name,award_description,doc,ents,text,label,status
NASA,IT PORTFOLIO AND CPIC OPERATIONAL SUPPORT FOR NASA HQ'S OCIO,IT PORTFOLIO AND CPIC OPERATIONAL SUPPORT FOR NASA HQ'S OCIO,"(56, 60, 'OCIO', 'PERSON')",OCIO,PERSON,
NASA,"THE CONTRACTOR SHALL PROVIDE ALL RESOURCES NECESSARY TO COMPLETE THE WALLOPS AIRFIELD REPAIR PROJECT PHASE I (A-2C, A-3B, A-4B,&TA-3A) AT WALLOPS FLIGHT FACILITY, WALLOPS ISLAND, VA.","THE CONTRACTOR SHALL PROVIDE ALL RESOURCES NECESSARY TO COMPLETE THE WALLOPS AIRFIELD REPAIR PROJECT PHASE I (A-2C, A-3B, A-4B,&TA-3A) AT WALLOPS FLIGHT FACILITY, WALLOPS ISLAND, VA.","(122, 133, 'A-4B,&TA-3A', 'PERSON')","A-4B,&TA-3A",PERSON,
NASA,"REPLACE 480V SWITCHGEAR IN SUBSTATION 1100 MOD 3: INCORPORATES TRACKING NUMBERS (TN)-002, PROVIDE EXTERNAL FUEL TANK AND REA COVID-19. FUNDS AND VALUE ARE INCREASED AND COMPLETION DATE IS EXTENDED TO 9/11/20.","REPLACE 480V SWITCHGEAR IN SUBSTATION 1100 MOD 3: INCORPORATES TRACKING NUMBERS (TN)-002, PROVIDE EXTERNAL FUEL TANK AND REA COVID-19. FUNDS AND VALUE ARE INCREASED AND COMPLETION DATE IS EXTENDED TO 9/11/20.","(81, 88, 'TN)-002', 'PERSON')",TN)-002,PERSON,
NASA,TASK ORDER(TO)TO PROVIDE THE MARSHALL INTEGRATED PROGRAM SUPPORT SERVICES (MIPSS) PROGRAMMATIC SUBJECT MATTER EXPERTS(SME) SERVICES AT MARSHAL SPACE FLIGHT CENTER,TASK ORDER(TO)TO PROVIDE THE MARSHALL INTEGRATED PROGRAM SUPPORT SERVICES (MIPSS) PROGRAMMATIC SUBJECT MATTER EXPERTS(SME) SERVICES AT MARSHAL SPACE FLIGHT CENTER,"(75, 80, 'MIPSS', 'PERSON')",MIPSS,PERSON,
NASA,"TO-0194 .ELECTRIC AIRCRAFT RESEARCH (HEATHER, HEMM)","TO-0194 .ELECTRIC AIRCRAFT RESEARCH (HEATHER, HEMM)","(37, 44, 'HEATHER', 'PERSON')",HEATHER,PERSON,
NASA,TO-0138 LPR FAN TEST HARDWARE SUPPORT,TO-0138 LPR FAN TEST HARDWARE SUPPORT,"(0, 29, 'TO-0138 LPR FAN TEST HARDWARE', 'PERSON')",TO-0138 LPR FAN TEST HARDWARE,PERSON,
NASA,METER LEO (LOW EARTH ORBIT) FLIGHT TEST OF AN INFLATABLE DECELERATOR (LOFTID) AEROSHELL INFLATABLE STRUCTURE AND PACKING RESTRAINT FABRICATION AND TEST. THE LOFTID MISSION OBJECTIVES ARE TO DEMONSTRATE HIAD PERFORMANCE UNDER FLIGHT ENTRY LOADS AND T.,METER LEO (LOW EARTH ORBIT) FLIGHT TEST OF AN INFLATABLE DECELERATOR (LOFTID) AEROSHELL INFLATABLE STRUCTURE AND PACKING RESTRAINT FABRICATION AND TEST. THE LOFTID MISSION OBJECTIVES ARE TO DEMONSTRATE HIAD PERFORMANCE UNDER FLIGHT ENTRY LOADS AND T.,"(70, 76, 'LOFTID', 'PERSON')",LOFTID,PERSON,
NASA,"THE OVERALL SCOPE OF THIS CONTRACT IS TO PROVIDE WALLOPS RANGE OPERATIONS AND MAINTENANCE SUPPORT SERVICES TRAINING COMMAND, CONTROL, COMMUNICATIONS, INFORMATION AND COMPUTER SYSTEMS SERVICES TESTING, MODIFYING AND INSTALLING COMMUNICATIONS AND ELECTRONIC SYSTEMS AT LAUNCH FACILITIES, LAUNCH CONTROL CENTERS AND TEST FACILITIES RANGE SUSTAINING ENGINEERING SERVICES, AND GROUND OPERATIONS SUPPORT.  THIS EFFORT PROVIDES DIRECT CUSTOMER SUPPORT TO NASA WFF'S RANGE BY PROVIDING QUALIFIED PERSONNEL, EQUIPMENT, TOOLS, MATERIALS, VEHICLES, SPECIALIZED TEST EQUIPMENT, SUPERVISION, AND OTHER SERVICES.  NASA'S WFF REQUIRES AN INNOVATIVE, INTEGRATED, FLEXIBLE AND EFFECTIVE MANAGEMENT APPROACH AND THE CONTRACTOR MUST PROVIDE TECHNICAL SUPPORT IN A PLANNED AND COORDINATED MANNER WHICH WILL ENSURE ESSENTIAL WALLOPS RANGE SUPPORT SYSTEMS ARE READY TO SUPPORT USER REQUIREMENTS, AND CAUSE NO IMPACT TO WALLOPS RANGE PROGRAM SCHEDULES DUE TO EQUIPMENT DEGRADATION, FAILURES, SYSTEM PROBLEMS OR REPRIORITIZATION OF PREEXISTING PROGRAM REQUIREMENTS.  THE WIDE VARIETY OF SUPPORT SYSTEMS INVOLVES FLEXIBLE WORKLOAD PLANNING, COST MANAGEMENT, AND SCHEDULING OF RESOURCES TO IDENTIFY AND RESOLVE TECHNICAL SYSTEMS PROBLEMS.   AVAILABLE CAPACITY FOR OPERATIONS, MAINTENANCE, AND SUSTAINING ENGINEERING MAY BE MADE AVAILABLE TO OTHER WFF ORGANIZATIONS WITH THE PERMISSION OF THE CONTRACTING OFFICER'S REPRESENTATIVE (COR), AND RMMO MANAGEMENT.  INSTRUMENTATION SYSTEMS ARE PERMANENTLY LOCATED AT WFF, BERMUDA, AND IN ALASKA.  IN ADDITION, MOBILE INSTRUMENTATION IS DEPLOYED TO LOCATIONS WORLDWIDE, INCLUDING BUT NOT LIMITED TO NORWAY KWAJALEIN ATOLL COQUINA, NC AUSTRALIA AND FRENCH GUIANA TO MEET RANGE CUSTOMER REQUIREMENTS.  THE WALLOPS RANGE RECEIVES AND PROVIDES RANGE SUPPORT FROM AND TO VARIOUS AGENCIES.  THE WALLOPS RANGE CONSTANTLY STRIVES TO ENSURE IT IS PREPARED TO ACCOMMODATE THE CURRENT AND FUTURE NEEDS OF ITS CUSTOMERS.  TO THAT END, THE CONTRACTOR SHALL PURSUE ONGOING PREVENTIVE AND CORRECTIVE MAINTENANCE AND SUSTAINING ENGINEERING TASKS TO ENSURE READINESS AND MITIGATE THE EFFECTS OF OBSOLESCENCE OF ITS CURRENT RANGE EQUIPMENT AND SYSTEMS.  THE CONTRACTOR SHALL ALSO WORK WITH RMMO IN COOPERATION WITH OTHER NASA CENTERS AND ORGANIZATIONS TO MAINTAIN AND SUSTAIN RANGE SYSTEMS TO COMMON STANDARDS. THE CONTRACTOR SHALL WORK WITH WFF ORGANIZATIONS AND PROVIDE OPERATIONAL REQUIREMENTS TO SUPPORT NEW ENGINEERING AND/OR TECHNOLOGY DEVELOPMENT ACTIVITIES APPROVED BY THE RANGE. SUCH ACTIVITIES ENABLE THE EVOLUTION OF THE RANGE ARCHITECTURE TO INCLUDE SPACE-BASED METRIC TRACKING, TELEMETRY, AND COMMAND RELAY, AND MISSION PLANNING SYSTEMS. THE CONTRACTOR SHALL ALSO PROVIDE OPERATIONAL REQUIREMENTS AND SUPPORT TRANSITIONING NEW ENGINEERING OR TECHNOLOGY DEVELOPMENTS TO OPERATIONS.","THE OVERALL SCOPE OF THIS CONTRACT IS TO PROVIDE WALLOPS RANGE OPERATIONS AND MAINTENANCE SUPPORT SERVICES TRAINING COMMAND, CONTROL, COMMUNICATIONS, INFORMATION AND COMPUTER SYSTEMS SERVICES TESTING, MODIFYING AND INSTALLING COMMUNICATIONS AND ELECTRONIC SYSTEMS AT LAUNCH FACILITIES, LAUNCH CONTROL CENTERS AND TEST FACILITIES RANGE SUSTAINING ENGINEERING SERVICES, AND GROUND OPERATIONS SUPPORT.  THIS EFFORT PROVIDES DIRECT CUSTOMER SUPPORT TO NASA WFF'S RANGE BY PROVIDING QUALIFIED PERSONNEL, EQUIPMENT, TOOLS, MATERIALS, VEHICLES, SPECIALIZED TEST EQUIPMENT, SUPERVISION, AND OTHER SERVICES.  NASA'S WFF REQUIRES AN INNOVATIVE, INTEGRATED, FLEXIBLE AND EFFECTIVE MANAGEMENT APPROACH AND THE CONTRACTOR MUST PROVIDE TECHNICAL SUPPORT IN A PLANNED AND COORDINATED MANNER WHICH WILL ENSURE ESSENTIAL WALLOPS RANGE SUPPORT SYSTEMS ARE READY TO SUPPORT USER REQUIREMENTS, AND CAUSE NO IMPACT TO WALLOPS RANGE PROGRAM SCHEDULES DUE TO EQUIPMENT DEGRADATION, FAILURES, SYSTEM PROBLEMS OR REPRIORITIZATION OF PREEXISTING PROGRAM REQUIREMENTS.  THE WIDE VARIETY OF SUPPORT SYSTEMS INVOLVES FLEXIBLE WORKLOAD PLANNING, COST MANAGEMENT, AND SCHEDULING OF RESOURCES TO IDENTIFY AND RESOLVE TECHNICAL SYSTEMS PROBLEMS.   AVAILABLE CAPACITY FOR OPERATIONS, MAINTENANCE, AND SUSTAINING ENGINEERING MAY BE MADE AVAILABLE TO OTHER WFF ORGANIZATIONS WITH THE PERMISSION OF THE CONTRACTING OFFICER'S REPRESENTATIVE (COR), AND RMMO MANAGEMENT.  INSTRUMENTATION SYSTEMS ARE PERMANENTLY LOCATED AT WFF, BERMUDA, AND IN ALASKA.  IN ADDITION, MOBILE INSTRUMENTATION IS DEPLOYED TO LOCATIONS WORLDWIDE, INCLUDING BUT NOT LIMITED TO NORWAY KWAJALEIN ATOLL COQUINA, NC AUSTRALIA AND FRENCH GUIANA TO MEET RANGE CUSTOMER REQUIREMENTS.  THE WALLOPS RANGE RECEIVES AND PROVIDES RANGE SUPPORT FROM AND TO VARIOUS AGENCIES.  THE WALLOPS RANGE CONSTANTLY STRIVES TO ENSURE IT IS PREPARED TO ACCOMMODATE THE CURRENT AND FUTURE NEEDS OF ITS CUSTOMERS.  TO THAT END, THE CONTRACTOR SHALL PURSUE ONGOING PREVENTIVE AND CORRECTIVE MAINTENANCE AND SUSTAINING ENGINEERING TASKS TO ENSURE READINESS AND MITIGATE THE EFFECTS OF OBSOLESCENCE OF ITS CURRENT RANGE EQUIPMENT AND SYSTEMS.  THE CONTRACTOR SHALL ALSO WORK WITH RMMO IN COOPERATION WITH OTHER NASA CENTERS AND ORGANIZATIONS TO MAINTAIN AND SUSTAIN RANGE SYSTEMS TO COMMON STANDARDS. THE CONTRACTOR SHALL WORK WITH WFF ORGANIZATIONS AND PROVIDE OPERATIONAL REQUIREMENTS TO SUPPORT NEW ENGINEERING AND/OR TECHNOLOGY DEVELOPMENT ACTIVITIES APPROVED BY THE RANGE. SUCH ACTIVITIES ENABLE THE EVOLUTION OF THE RANGE ARCHITECTURE TO INCLUDE SPACE-BASED METRIC TRACKING, TELEMETRY, AND COMMAND RELAY, AND MISSION PLANNING SYSTEMS. THE CONTRACTOR SHALL ALSO PROVIDE OPERATIONAL REQUIREMENTS AND SUPPORT TRANSITIONING NEW ENGINEERING OR TECHNOLOGY DEVELOPMENTS TO OPERATIONS.","(1621, 1644, 'KWAJALEIN ATOLL COQUINA', 'PERSON')",KWAJALEIN ATOLL COQUINA,PERSON,
NASA,CROSS-LAYER WIDE-BAND COGNITIVE COMMUNICATIONS ARCHITECTURE ENABLED BY INTELLIGENT DIRECT DIGITAL.TRANSCEIVER (CLAIRE),CROSS-LAYER WIDE-BAND COGNITIVE COMMUNICATIONS ARCHITECTURE ENABLED BY INTELLIGENT DIRECT DIGITAL.TRANSCEIVER (CLAIRE),"(111, 117, 'CLAIRE', 'PERSON')",CLAIRE,PERSON,
NASA,PWLSR - PULSED WAVEGUIDE LATENCY SPECTRAL RECEPTOR,PWLSR - PULSED WAVEGUIDE LATENCY SPECTRAL RECEPTOR,"(33, 50, 'SPECTRAL RECEPTOR', 'PERSON')",SPECTRAL RECEPTOR,PERSON,
NASA,"KENNEDY INFRASTRUCTURE APPLICATIONS COMMUNICATIONS (KIAC) CONTRACT, CONTRACT LINE ITEM NUMBER (CLIN) 0008. MODIFICATION ORDERS REQUIRED ANCILLARY SERVICES LISTED IN ATTACHMENT 1. THE OVERALL ORDER IS INCREASED $149,683.91 TO $1,779,827.51.","KENNEDY INFRASTRUCTURE APPLICATIONS COMMUNICATIONS (KIAC) CONTRACT, CONTRACT LINE ITEM NUMBER (CLIN) 0008. MODIFICATION ORDERS REQUIRED ANCILLARY SERVICES LISTED IN ATTACHMENT 1. THE OVERALL ORDER IS INCREASED $149,683.91 TO $1,779,827.51.","(0, 7, 'KENNEDY', 'PERSON')",KENNEDY,PERSON,
NASA,"KSW-110 ENTITLED ""VAPOR INTRUSION STUDY PART II""","KSW-110 ENTITLED ""VAPOR INTRUSION STUDY PART II""","(0, 7, 'KSW-110', 'PERSON')",KSW-110,PERSON,
NASA,"THE PURPOSE OF THIS ORDER IS TO REPLACE CATWALK PLANKS FOR CRANES BUILDING 4708, PER FWR R000736246.","THE PURPOSE OF THIS ORDER IS TO REPLACE CATWALK PLANKS FOR CRANES BUILDING 4708, PER FWR R000736246.","(40, 47, 'CATWALK', 'PERSON')",CATWALK,PERSON,
NASA,TO#5 MATERIALS SCIENCE IN SPACE,TO#5 MATERIALS SCIENCE IN SPACE,"(0, 4, 'TO#5', 'PERSON')",TO#5,PERSON,
NASA,"OUTREACH AND COMMUNICATIONS FOR THE GEOSTATIONARY OPERATIONAL ENVIRONMENTAL SATELLITE-R (GOES-R) (18-710300)  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION NASA AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY-CONTRACTOR, A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER-FFRDC KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE-NMO CONTRACTING OFFICERS. NASA-SPONSORED WORK: JPLS PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE-SMD IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1. SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2. FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3. SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4. DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5. PERFORM PROJECT TASKS INVOLVING: I-AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, II-EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND-OR III-GROUND-BASED SYSTEMS. 6. BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7. JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASAS DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8. JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS-STEM DISCIPLINES. WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.","OUTREACH AND COMMUNICATIONS FOR THE GEOSTATIONARY OPERATIONAL ENVIRONMENTAL SATELLITE-R (GOES-R) (18-710300)  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION NASA AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY-CONTRACTOR, A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER-FFRDC KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE-NMO CONTRACTING OFFICERS. NASA-SPONSORED WORK: JPLS PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE-SMD IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1. SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2. FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3. SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4. DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5. PERFORM PROJECT TASKS INVOLVING: I-AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, II-EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND-OR III-GROUND-BASED SYSTEMS. 6. BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7. JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASAS DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8. JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS-STEM DISCIPLINES. WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.","(1585, 1592, 'LANDERS', 'PERSON')",LANDERS,PERSON,
NASA,TASK ORDER(TO)TO PROVIDE THE MARSHALL INTEGRATED PROGRAM SUPPORT SERVICES (MIPSS) PROGRAMMATIC SUBJECT MATTER EXPERTS(SME) SERVICES AT MARSHAL SPACE FLIGHT CENTER,TASK ORDER(TO)TO PROVIDE THE MARSHALL INTEGRATED PROGRAM SUPPORT SERVICES (MIPSS) PROGRAMMATIC SUBJECT MATTER EXPERTS(SME) SERVICES AT MARSHAL SPACE FLIGHT CENTER,"(75, 80, 'MIPSS', 'PERSON')",MIPSS,PERSON,
NASA,FY 20 NRA AWARD FOR ADVANCED MODULAR POWER AND ENERGY SYSTEM (AMPES),FY 20 NRA AWARD FOR ADVANCED MODULAR POWER AND ENERGY SYSTEM (AMPES),"(6, 9, 'NRA', 'PERSON')",NRA,PERSON,
NASA,LIGHTWEIGHT INTEGRATED SOLAR ARRAY AND ANTENNA (LISA-T) PATHFINDER TECHNOLOGY DEMONSTRATOR PTD LISA-T PTD FIGHT UNIT,LIGHTWEIGHT INTEGRATED SOLAR ARRAY AND ANTENNA (LISA-T) PATHFINDER TECHNOLOGY DEMONSTRATOR PTD LISA-T PTD FIGHT UNIT,"(78, 105, 'DEMONSTRATOR PTD LISA-T PTD', 'PERSON')",DEMONSTRATOR PTD LISA-T PTD,PERSON,
NASA,POLARIMETRIC DETECTION OF AGNOSTIC CHIRAL BIOSIGNATURES,POLARIMETRIC DETECTION OF AGNOSTIC CHIRAL BIOSIGNATURES,"(35, 55, 'CHIRAL BIOSIGNATURES', 'PERSON')",CHIRAL BIOSIGNATURES,PERSON,
NASA,ADVANCED ROCKET NOZZLE FOR PLANETARY LANDERS AND REUSABLE SPACE VEHICLES,ADVANCED ROCKET NOZZLE FOR PLANETARY LANDERS AND REUSABLE SPACE VEHICLES,"(37, 44, 'LANDERS', 'PERSON')",LANDERS,PERSON,
